year,event_type,interaction,province,location,source,notes,tags,longitude,latitude
2020,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AT 5,"On 19 September 2020, an unknown number of activists of Extinction Rebellion staged several protest actions in Amsterdam (Noord-Holland) to demand more political action on climate change, starting on the Museumplein and afterwards relocating to the Stopera while dancing through the streets.",crowd size=no report,4.8985,52.371
2020,Protest with intervention,State forces-Protesters,Noord-Holland,Amsterdam,AT 5,"On 20 September 2020, at least 6 activists of Extinction Rebellion staged a protest action at a C&A store on the Damrak in Amsterdam to denounce the clothing chain's involvement in forced labor of Uighur people in China. The activists glued themselves to the building and shouted slogans inside, after which police forces intervened and arrested them. Earlier that day, an unknown number of Extinction Rebellion activists staged a protest on the Museumplein in Amsterdam to denounce the situation of Uighur people in China.",crowd size=at least 6,4.8985,52.371
2020,Peaceful protest,Protesters only,Utrecht,Utrecht,RTV Utrecht,"On 20 September 2020, around 600 people staged a protest on the Jaarbeursplein in Utrecht to denounce the situation of the refugees in the Greek refugee camp Moria on Lesbos, which was destroyed by a fire in the previous week.",crowd size=around 600,5.1128,52.0871
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,AD,"On 20 September 2020, an unknown number of students built a mini Moria refugee camp on the Plein in Den Haag (Zuid-Holland) to draw attention to the situation in the Moria refugee camp on the Greek island of Lesbos.",crowd size=no report,4.3128,52.0795
2020,Peaceful protest,Protesters only,Gelderland,Nijmegen,AD,"On 20 September 2020, about 30 people, most of them women, protested on 44 Square in Nijmegen (Gelderland) against pedophiles. The action was organized by Save Our Children as a reaction to the re-establishment of the controversial Party for Neighbourly Love, Freedom and Diversity (Partij voor Naastenliefde, Vrijheid en Diversiteit), which advocates for sexual self-determination, including for children.",crowd size=about 30,5.8528,51.8425
2020,Peaceful protest,Protesters only,Gelderland,Nijmegen,RTV Utrecht,"On 20 September 2020, dozens of people staged a protest in Nijmegen to denounce the situation of the refugees in the Greek refugee camp Moria on Lesbos, which was destroyed by a fire in the previous week.",crowd size=dozens,5.8528,51.8425
2020,Protest with intervention,State forces-Protesters,Noord-Brabant,Den Bosch,Omroep Brabant,"On 21 September 2020, 12 to 14 activists of Animal Rebellion staged a protest action in Den Bosch at the entrance of the ZLTO farmer organization headquarters against animal consumption. Police forces intervened and arrested 13 activists.",crowd size=12 to 14,5.3064,51.6879
2020,Protest with intervention,State forces-Protesters,Noord-Holland,Amsterdam,AT 5,"On 21 September 2020, between 250 and 320 activists of Extinction Rebellion staged a protest action on the Europakruispunt in Amsterdam to demand more political attention for an imminent climate emergency, chaining themselves and blocking the road for at least 6 hours. Police forces intervened and displaced all the protesters with busses.",crowd size=between 250 and 320,4.8985,52.371
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Den Haag FM,"On 21 September 2020, a group of students staged a protest action on Het Plein in Den Haag to denounce the situation of the refugees in the Greek refugee camp Moria on Lesbos, which was destroyed by a fire in the previous week, by building a tent camp on the square and camping there for 24 hours.",crowd size=no report,4.3128,52.0795
2020,Peaceful protest,Protesters only,Utrecht,Amersfoort,AD; Hart van Nederland,"On 22 September 2020, a handful of parents and activists of Viruswaarheid staged a protest at the Farel College in Amersfoort against the face mask obligation in schools as a part of the coronavirus protection measures of the Dutch government.",crowd size=a handful,5.3888,52.1565
2020,Peaceful protest,Protesters only,Limburg,Heerlen,KOZP,"On 23 September 2020, an unknown number of activists of KOZP staged a protest in front of the city hall in Heerlen to demand the abolition of the stereotypical figure of Zwarte Piet during the yearly municipal Sinterklaas entry.",crowd size=no report,5.9769,50.8879
2020,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AD,"On 24 September 2020, a few dozen historical saloon boats rode through the canals of Amsterdam (Noord-Holland) to protest against the city's new permit system, set to limit traffic in the canals.",crowd size=a few dozen boats,4.8985,52.371
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,AD,"On 24 September 2020, an unknown number of protesters, at the call of the movement TheGoodCause (DeGoedeZaak), gathered on the Plein in Den Haag (Zuid-Holland) to ask the State to welcome more refugees from the Moria Greek refugee camp as quickly as possible.",crowd size=no report,4.3128,52.0795
2020,Peaceful protest,Protesters only,Noord-Brabant,Oss,AD,"On 24 September 2020, about 80 people protested in Oss (Noord-Brabant) against plans to build a wind park in the polder between Oss and Den Bosch. They denounced the disturbances to village life that would be created by such a large industry.",crowd size=about 80,5.5217,51.7672
2020,Peaceful protest,Protesters only,Gelderland,Wageningen,AD,"On 24 September 2020, an unknown number of people, including students, staged a protest in Noordwest Park in Wageningen (Gelderland) to raise awareness for the condition of the refugees residing in the recently destroyed Greek refugee camp Moria.",crowd size=no report,5.6667,51.97
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Regio15,"On 24 September 2020, a number of people staged a protest on Het Plein in Den Haag against the coronavirus protection measures of the Dutch government.",crowd size=a number,4.3128,52.0795
2020,Peaceful protest,Protesters only,Utrecht,Utrecht,RTV Utrecht,"On 25 September 2020, around 100 people staged a protest on the Jaarbeursplein in Utrecht to demand more action against the climate crisis, in the context of worldwide Global Climate Strike protests that day.",crowd size=around 100,5.1128,52.0871
2020,Peaceful protest,Protesters only,Friesland,Leeuwarden,Leeuwarder Courant,"On 25 September 2020, around 50 people staged a protest on the Oldehoofsterkerkhof in Leeuwarden to demand more action against the climate crisis, in the context of worldwide Global Climate Strike protests that day. The protest was organized by Fridays For Future.",crowd size=around 50,5.7925,53.1929
2020,Peaceful protest,Protesters only,Overijssel,Zwolle,FridaysForFuture,"On 25 September 2020, an unknown number of people staged a protest in Zwolle to demand more action against the climate crisis, in the context of worldwide Global Climate Strike protests that day organized by Fridays For Future.",crowd size=no report,6.0974,52.5062
2020,Peaceful protest,Protesters only,Overijssel,Enschede,FridaysForFuture; Twitter,"On 25 September 2020, an unknown number of people staged a protest in Enschede to demand more action against the climate crisis, in the context of worldwide Global Climate Strike protests that day organized by Fridays For Future.",crowd size=no report,6.8958,52.2183
2020,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,Extinction Rebellion,"On 25 September 2020, an unknown number of activists of Fridays For Future NL and Extinction Rebellion staged a bike protest action in Amsterdam to demand more action against the climate crisis, in the context of worldwide Global Climate Strike protests that day.",crowd size=no report,4.8985,52.371
2020,Peaceful protest,Protesters only,Gelderland,Wageningen,AD,"On 25 September 2020, an unknown number of students and residents of Wageningen protested in Wageningen (Gelderland) against the European asylum policy. They ask the government to evacuate all migrants that were still on the Greek island of Lesbos.",crowd size=no report,5.6667,51.97
2020,Peaceful protest,Protesters only,Utrecht,Utrecht,AD,"On 25 September 2020, an unknown number of Scream for Life (Schreeuw voor Leven) protesters gathered near an abortion clinic in Utrecht (Utrecht) to protest against abortion.",crowd size=no report,5.1128,52.0871
2020,Peaceful protest,Protesters only,Overijssel,Zwolle,AD,"On 26 September 2020, an unknown number of people, at the call of FFF Zwolle, protested in Zwolle (Overijssel) against the planned biomass power plant near Katwolderhaven, with some citing environmental concerns.",crowd size=no report,6.0974,52.5062
2020,Peaceful protest,Protesters only,Groningen,Groningen,RTV Noord,"On 27 September 2020, around 150 people staged a protest on the Drafbaan in Groningen against the coronavirus protection measures of the Dutch government.",crowd size=around 150,6.5667,53.2192
2020,Peaceful protest,Protesters only,Noord-Brabant,Volkel,AD,"On 27 September 2020, an unknown number of activists, at the call of Pax No Nukes and in collaboration with ICAN and Greenpeace, protested in Volkel (Noord-Brabant) against nuclear weapons and called on the Dutch government to sign the international treaty on the prohibition of nuclear weapons. Elected officials from SP and GreenLeft were also present.",crowd size=no report,5.6547,51.6439
2020,Peaceful protest,Protesters only,Utrecht,Amersfoort,AD,"On 29 September 2020, an unknown number of activists of Extinction Rebellion staged a protest at the Prodentfabriek in Amersfoort (Utrecht) to denounce a lack of ambition of the local authorities to opt for sustainable energy.",crowd size=no report,5.3888,52.1565
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Den Haag FM,"On 29 September 2020, an unknown number of people staged a protest on Het Plein in Den Haag against the coronavirus protection laws of the Dutch government.",crowd size=no report,4.3128,52.0795
2020,Peaceful protest,Protesters only,Noord-Brabant,Eindhoven,Extinction Rebellion,"On 30 September 2020, 7 activists of Extinction Rebellion staged a protest action on the tarmac of Eindhoven Airport to denounce low cost air traffic and its impact on climate change.",crowd size=7,5.4814,51.445
2020,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AD,"On 2 October 2020, about 100 students staged a protest at the Museumplein in Amsterdam (Noord-Holland) to demand more classroom education in addition to online classes taking place due to the coronavirus protection measures. Students claimed that the lack of face-to-face interaction affects their mental health, reduces the quality of education and equal chances to education. The LSVb was present at the demonstration.",crowd size=about 100,4.8985,52.371
2020,Peaceful protest,Protesters only,Zuid-Holland,Hellevoetsluis,AD,"On 3 October 2020, several dozen people staged a protest in front of the community hall of Hellevoetsluis (Zuid-Holland) against the coronavirus protection measures.",crowd size=several dozen,4.1425,51.8337
2020,Peaceful protest,Protesters only,Groningen,Groningen,112 Groningen,"On 4 October 2020, around 30 people staged a protest in Groningen to denounce animal suffering.",crowd size=around 30,6.5667,53.2192
2020,Peaceful protest,Protesters only,Overijssel,Enschede,AD,"On 4 October 2020, nearly 50 people, among which members of the Corona Demonstration Group Twente (Corona Demonstratiegroup Twente) protested in Enschede (Overijssel) against the coronavirus measures of the Dutch government. The denounce their impact of the entertainment and catering sector.",crowd size=nearly 50,6.8958,52.2183
2020,Peaceful protest,Protesters-Protesters,Zuid-Holland,Den Haag,Regio15,"On 4 October 2020, between 10 and 20 people staged a protest at several locations in Den Haag (Zuid-Holland) against the recent Black Lives Matter movement, claiming that 'white lives' also matter. The protest was organized by NVU. At the same time, a counter-demonstration staged by AFA and Movement X was held.",crowd size=between 10 and 20,4.3128,52.0795
2020,Peaceful protest,Protesters only,Overijssel,Deventer,Extinction Rebellion,"On 5 October 2020, an unknown number of activists of Extinction Rebellion staged a protest in Deventer to declare climate emergency.",crowd size=no report,6.1596,52.2524
2020,Protest with intervention,State forces-Protesters,Friesland,Wolvega,AD,"On 5 October 2020, a handful of protesters gathered near the Linde College in Wolvega (Friesland) to protest against the obligation to wear a facemask as part of the coronavirus measures of the Dutch government. One protester was arrested by the police and the rest was sent to the parking place of Victoria Park to continue the demonstration.",crowd size=a handful,5.9969,52.8754
2020,Peaceful protest,Protesters only,Zuid-Holland,Hellevoetsluis,AD,"On 5 October 2020, a few dozen people protested in front of the municipality hall in Hellevoetsluis (Zuid-Holland) against the coronavirus measures of the Dutch government and in particular the obligation to wear a face mask.",crowd size=a few dozen,4.1425,51.8337
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,AD,"On 6 October 2020, an unknown number of people joined a protest march organized by Children First in Den Haag (Zuid-Holland) to denounce the newly formed pedophile party PNVD.",crowd size=no report,4.3128,52.0795
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Den Haag FM,"On 6 October 2020, a few hundred people staged a protest on Het Plein in Den Haag against the coronavirus protection laws of the Dutch government and its impact on individual freedom.",crowd size=a few hundred,4.3128,52.0795
2020,Protest with intervention,State forces-Protesters,Zuid-Holland,Den Haag,AD; Westonline,"On 7 October 2020, about 120 people staged a protest at Het Plein in Den Haag (Zuid-Holland) against the coronavirus protection laws of the Dutch government and its impact on individual freedom. Police forces intervened after some protesters refused to go home, resulting in 15 arrests. The Forum voor Democratie Party leader was present.",crowd size=about 120,4.3128,52.0795
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,Den Haag FM,"On 7 October 2020, around 20 people staged a protest in Schilderswijk, Den Haag, against newly installed road blocks in their neighborhood.",crowd size=around 20,4.3128,52.0795
2020,Peaceful protest,Protesters only,Drenthe,Hoogeveen,Dagblad Van Het Noorden,"On 8 October 2020, several dozen people staged a protest in Hoogeveen against municipal plans to raise the car parking rates within the town.",crowd size=several dozen,6.4792,52.7222
2020,Protest with intervention,State forces-Protesters,Zuid-Holland,Den Haag,Westonline,"On 8 October 2020, an unknown number of people staged a protest on Het Plein in Den Haag against the coronavirus protection laws of the Dutch government and its impact on individual freedom. Police forces intervened after some protesters refused to go home, resulting in 82 arrests.",crowd size=no report,4.3128,52.0795
2020,Peaceful protest,Protesters only,Groningen,Groningen,112 Groningen,"On 9 October 2020, around 35 people staged a protest in Groningen against the coronavirus protection laws of the Dutch government and its impact on individual freedom.",crowd size=around 35,6.5667,53.2192
2020,Peaceful protest,Protesters only,Utrecht,Utrecht,RTV Utrecht,"On 10 October 2020, several dozen of people staged a protest in Utrecht against the coronavirus protection laws of the Dutch government and its impact on individual freedom.",crowd size=several dozen,5.1128,52.0871
2020,Protest with intervention,State forces-Protesters,Zuid-Holland,Den Haag,Westonline,"On 10 October 2020, around 100 people staged a protest on Het Plein in Den Haag against the coronavirus protection laws of the Dutch government and its impact on individual freedom. Police forces intervened after some protesters refused to go home, resulting in several arrests, including the leader of the organizing action group Viruswaarheid.",crowd size=around 100,4.3128,52.0795
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,AD,"On 11 October 2020, an unknown number of activists of Save Our Children staged a protest in Scheveningen, Den Haag (Zuid-Holland), against the establishment of a pedophile party PNVD and the consequent normalization of pedophilia.",crowd size=no report,4.3128,52.0795
2020,Peaceful protest,Protesters only,Noord-Brabant,Tilburg,AD,"On 11 October 2020, around 100 people staged a protest in Leijpark in Tilburg (Noord-Brabant) against the coronavirus containment measures of the Dutch government and their impact on individual freedom, presenting a manifesto for the freedom of expression on the occasion. The protest was attended by activists of Viruswaanzin.",crowd size=around 100,5.1266,51.5523
2020,Peaceful protest,Protesters only,Utrecht,Utrecht,AD,"On 12 October 2020, an unknown number of XR activists staged an action in the Catharijnsingel in Utrecht (Utrecht) against the presence of the company Shell at the Climate Day conference of the Ministry of Economic Affairs and Climate. They put a conference table on oil drums in the water.",crowd size=no report,5.1128,52.0871
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,AD,"On 12 October 2020, about 100 people demonstrated in Scheveningen (Zuid-Holland) against child abuse and the Party for Brotherly Love, Freedom and Diversity (PNVD) that advocates for the legalization of child pornography and the lowering of the age of consent. The action was organized among others by a group called Save The Children / Stop de PNVD.",crowd size=about 100,4.3128,52.0795
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,De Limburger,"On 12 October 2020, several hundred people staged a protest on Het Plein in Den Haag against the coronavirus protection laws of the Dutch government and their impact on individual freedom. Viruswaarheid participated in the action. Police forces summoned the protesters to break up the manifestation, after which the action ended.",crowd size=several hundred,4.3128,52.0795
2020,Protest with intervention,State forces-Protesters,Utrecht,Utrecht,Extinction Rebellion,"On 12 October 2020, an unknown number of activists of Code Rood and Extinction Rebellion staged a protest action in Utrecht (Utrecht) to denounce against oil giant Shell. Climate activists opposed the presence of energy company Shell at the Climate Day of the Ministry of Economic Affairs and Climate (EZK) and raised concern over climate change. Police forces arrested 5 protesters.",crowd size=no report,5.1128,52.0871
2020,Peaceful protest,Protesters only,Zeeland,Goes,Omroep Zeeland,"On 13 October 2020, 30 to 40 people staged a protest in Goes against the coronavirus protection laws of the Dutch government and their impact on individual freedom. Also the reporting of mainstream media on the coronavirus crisis was criticized.",crowd size=30 to 40,3.8888,51.5053
2020,Protest with intervention,State forces-Protesters,Zuid-Holland,Rotterdam,RTV Rijnmond,"On 13 October 2020, 4 activists of Greenpeace staged a protest action in Rotterdam by climbing on top of the Erasmus Bridge to urge the Dutch government to do more about climate change. Police forces intervened and arrested the protesters.",crowd size=4,4.4604,51.9214
2020,Protest with intervention,State forces-Protesters,Zuid-Holland,Den Haag,AD,"On 13 October 2020, an unknown number of people protested on the Plein in Den Haag (Zuid-Holland) against the coronavirus emergency law. The police directed part of the group to the Koekamp and a small group was allowed to stay on the Plein. The police arrested one man who refused to leave the Binnenhof.",crowd size=no report,4.3128,52.0795
2020,Protest with intervention,State forces-Protesters,Zuid-Holland,Den Haag,Extinction Rebellion,"On 13 October 2020, an unknown number of activists of Code Rood and Extinction Rebellion staged a protest action in front of the Ministry of Environment in Den Haag to denounce its ties with oil giant Shell. Police forces arrested 5 protesters.",crowd size=no report,4.3128,52.0795
2020,Peaceful protest,Protesters only,Noord-Brabant,Hazeldonk,Omroep Brabant,"On 16 October 2020, an unknown number of people from Armenian descent staged a protest at the border crossing between Belgium and the Netherlands on the A16 highway in Hazeldonk, to raise awareness for the ensuing war between Armenia and Azerbaijan and to demand measures from the EU.",crowd size=no report,4.7385,51.4998
2020,Peaceful protest,Protesters only,Limburg,Stein,De Limburger,"On 16 October 2020, an unknown number of people from Armenian descent staged a protest at the border crossing between Belgium and the Netherlands on the A76 highway in Stein, to raise awareness for the ensuing war between Armenia and Azerbaijan and to demand measures from the EU.",crowd size=no report,5.7668,50.9695
2020,Peaceful protest,Protesters only,Groningen,Groningen,RTV Noord,"On 17 October 2020, around 50 people staged a protest in Groningen against the coronavirus protection measures of the Dutch government and their impact on individual freedom.",crowd size=around 50,6.5667,53.2192
2020,Protest with intervention,State forces-Protesters,Noord-Brabant,Den Bosch,Omroep Brabant,"On 17 October 2020, between 200 and 300 people staged a protest in Den Bosch against the coronavirus protection measures of the Dutch government and their impact on individual freedom. When the protesters tried to push through to the city center, police forces intervened and ended the protest, resulting in two arrests.",crowd size=between 200 and 300,5.3064,51.6879
2020,Peaceful protest,Protesters only,Gelderland,Nijmegen,AD,"On 17 October 2020, about 80 people demonstrated in Nijmegen (Gelderland) against the Party for Brotherly Love, Freedom and Diversity (PNVD) that advocates for the legalization of child pornography and the lowering of the age of consent. The action was organized by the newly formed local chapter of Save Our Children, Nijmegen chapter.",crowd size=about 80,5.8528,51.8425
2020,Protest with intervention,State forces-Protesters,Gelderland,Nijmegen,AD,"On 18 October 2020, several dozen GJ affiliates demonstrated in Nijmegen (Gelderland) against the Dutch broadcasting company NOS and the coronavirus containment measures of the government. The police arrested a man and a woman who put a sticker with a raised middle finger on the uniform of a police officer.",crowd size=several dozen,5.8528,51.8425
2020,Peaceful protest,Protesters only,Noord-Brabant,Tilburg,AD,"On 19 October 2020, 8 people demonstrated in Tilburg (Noord-Brabant) against the city's refusal to organize a referendum on the plan to build a business park in Wijkevoort.",crowd size=8,5.1266,51.5523
2020,Peaceful protest,Protesters only,Utrecht,Lopik,AD,"On 19 October 2020, an unknown number of people staged a protest march in Lopik (Utrecht) against the potential closure of the local swimming pool.",crowd size=no report,4.9483,51.9745
2020,Peaceful protest,Protesters only,Zuid-Holland,Brielle,AD,"On 20 October 2020, an unknown number of people staged a protest at the community hall of Brielle (Zuid-Holland) to denounce municipal plans to build a wooden tower at the April 1 monument.",crowd size=no report,4.1642,51.899
2020,Protest with intervention,State forces-Protesters,Zuid-Holland,Den Haag,Extinction Rebellion,"On 20 October 2020, 7 activists of Extinction Rebellion staged a protest action in the Ministry of Economic Affairs and Climate in Den Haag by entering and occupying the building until police forces intervened and arrested them.",crowd size=7,4.3128,52.0795
2020,Peaceful protest,Protesters only,Flevoland,Lelystad,Hart van Nederland,"On 21 October 2020, a group of people staged a protest at the Provincial House in Lelystad against the imminent killing of 150 wild horses living in the Oostvaardersplassen by the state forest authorities.",crowd size=no report,5.4794,52.5129
2020,Peaceful protest,Protesters only,Noord-Brabant,Veghel,112 Brabantnieuws,"On 24 October 2020, around 20 activists of Direct Action Everywhere staged a protest action on the Grote Markt in Veghel against the opening of a store offering pig-derived products.",crowd size=around 20,5.5044,51.6238
2020,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,AT 5,"On 24 October 2020, an unknown number of people staged protest actions at several locations in Amsterdam to demand more free spaces in the city for artistic use. The actions were an initiative of Amsterdam Danst Ergens Voor and were ended by police forces.",crowd size=no report,4.8985,52.371
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,ND - Nederlands Dagblad,"On 24 October 2020, hundreds of people staged a protest on the Malieveld in Den Haag against the coronavirus protection laws of the Dutch government.",crowd size=hundreds,4.3128,52.0795
2020,Peaceful protest,Protesters only,Utrecht,Utrecht,De Telegraaf,"On 25 October 2020, a few hundred of people staged a protest on the Jaarbeursplein in Utrecht against pedophilia and the establishment of the pedophile political party PNVD. The protest was organized by Save All Kids.",crowd size=a few hundred,5.1128,52.0871
2020,Peaceful protest,Protesters only,Utrecht,Utrecht,AD,"On 26 October 2020, an unknown number of residents from the Wijde Doelen neighborhood symbolically planted trees in the Zocherpark in Utrecht (Utrecht) to protest against the city's plan to build an underground waste station next to a playground. The residents feared dangerous traffic situations, stench, and glass next to a children's playground, as well as the death of trees.",crowd size=no report,5.1128,52.0871
2020,Peaceful protest,Protesters only,Utrecht,Utrecht,AD,"On 26 October 2020, about 300 people, among which a large group of motor club members, demonstrated on the Jaarbeursplein in Utrecht (Utrecht) against pedophilia and the Party for Brotherly Love, Freedom and Diversity (PNVD) which advocates for the legalization of child pornography and the lowering of the age of consent. The organization Save All Kids organized the event.",crowd size=about 300,5.1128,52.0871
2020,Peaceful protest,Protesters only,Noord-Holland,Amstelveen,NH Nieuws,"On 28 October 2020, a small group of students staged a protest action at campus Uilenstede in Amstelveen against the student loan system. The protesters were dressed as ghosts. The action was organized by the Landelijke Studenten Vakbond and FNV.",crowd size=no report,4.8669,52.2984
2020,Peaceful protest,Protesters only,Groningen,Groningen,RTV Noord,"On 28 October 2020, a few farmers staged a protest in Groningen with their tractor pullers against new nitrogen emission regulations, but were blocked by police forces on their way to the Provincial House.",crowd size=a few,6.5667,53.2192
2020,Peaceful protest,Protesters only,Gelderland,Wageningen,AD,"On 28 October 2020, four students from Wageningen University staged an action in front of the Junushoff theater in Wageningen (Gelderland) to protest against the university loan system. They set up a life-size Jenga tower to symbolize the fragility of the system. The action was part of the campaign #NotMyDebt organized by the youth section of FNV and LSVb.",crowd size=four,5.6667,51.97
2020,Peaceful protest,Protesters only,Gelderland,Arnhem,Hart van Nederland,"On 30 October 2020, around 75 people, majority Muslim, staged a protest in Arnhem against the public diabolization of Islam as a consequence of recent Islamist 'terrorist attacks'.",crowd size=around 75,5.9149,51.9815
2020,Peaceful protest,Protesters only,Gelderland,Apeldoorn,Gele Hesjes NL,"On 31 October 2020, around 100 people staged a protest in Apeldoorn against the coronavirus protection laws of the Dutch government.",crowd size=around 100,5.9635,52.2143
2020,Peaceful protest,Protesters only,Noord-Brabant,Tilburg,AD; Dagblad Van Het Noorden,"On 31 October 2020, around 200 people staged a protest at the Stadhuisplein in Tilburg against the tightening of the abortion laws in Poland.",crowd size=around 200,5.1266,51.5523
2020,Peaceful protest,Protesters only,Limburg,Roermond,De Limburger,"On 31 October 2020, several dozen of people staged a protest in Roermond against pedophilia.",crowd size=several dozen,5.9972,51.1928
2020,Peaceful protest,Protesters only,Limburg,Maastricht,AD,"On 31 October 2020, an unknown number of people staged a protest in Maastricht (Limburg) against the tightening of the abortion laws in Poland.",crowd size=no report,5.6889,50.8483
2020,Peaceful protest,Protesters only,Groningen,Groningen,Dagblad Van Het Noorden,"On 1 November 2020, dozens of people staged a protest on the Grote Markt in Groningen against the tightening up of the abortion laws in Poland.",crowd size=dozens,6.5667,53.2192
2020,Peaceful protest,Protesters only,Gelderland,Wageningen,Extinction Rebellion,"On 2 November 2020, an unknown number of activists of Extinction Rebellion staged a protest in Wageningen to demand more transparency about ties between private sector and research institutions, gluing themselves to the Forum building.",crowd size=no report,5.6667,51.97
2020,Peaceful protest,Protesters only,Overijssel,Deventer,Extinction Rebellion,"On 2 November 2020, an unknown number of activists of Extinction Rebellion staged a protest in Deventer to lament the ensuing climate crisis and loss of biodiversity.",crowd size=no report,6.1596,52.2524
2020,Peaceful protest,Protesters only,Utrecht,Amersfoort,Extinction Rebellion,"On 2 November 2020, an unknown number of activists of Extinction Rebellion staged a protest in Amersfoort to raise awareness for the ensuing climate and biodiversity crisis.",crowd size=no report,5.3888,52.1565
2020,Peaceful protest,Protesters only,Overijssel,Zwolle,Extinction Rebellion,"On 2 November 2020, an unknown number of activists of Extinction Rebellion staged a protest in Zwolle to raise awareness for the ensuing climate and biodiversity crisis.",crowd size=no report,6.0974,52.5062
2020,Peaceful protest,Protesters only,Noord-Holland,Haarlem,Extinction Rebellion,"On 2 November 2020, an unknown number of activists of Extinction Rebellion staged a protest in Haarlem to raise awareness for the ensuing climate and biodiversity crisis.",crowd size=no report,4.6376,52.3869
2020,Peaceful protest,Protesters only,Groningen,Groningen,Dagblad Van Het Noorden,"On 3 November 2020, around 12 people staged a protest in an Albert Heijn supermarket in Groningen against the coronavirus protection measures of the Dutch government, blocking the way for customers and demanding them to remove their face masks.",crowd size=around 12,6.5667,53.2192
2020,Peaceful protest,Protesters only,Friesland,Leeuwarden,RTV Noord,"On 3 November 2020, 3 activists of the Groninger Bodem Beweging staged a protest action in front of the courthouse in Leeuwarden to demand the initiation of their lawsuit against the Dutch Petroleum Company (NAM).",crowd size=3,5.7925,53.1929
2020,Peaceful protest,Protesters only,Noord-Brabant,Roosendaal,AD,"On 3 November 2020, two mobile home families protested in Roosendaal (Noord-Brabant) against the absence of temporary or permanent parking spots with electricity and running water for mobile homes.",crowd size=two families,4.4694,51.531
2020,Peaceful protest,Protesters only,Utrecht,Amersfoort,Hart van Nederland,"On 4 November 2020, around 10 activists of ADV (Alle Dieren Vrij) staged a protest at Dierenpark Amersfoort to denounce the killing of two chimpanzees that took place there after they had escaped.",crowd size=around 10,5.3888,52.1565
2020,Peaceful protest,Protesters only,Zuid-Holland,Delft,FNV,"On 5 November 2020, an unknown number of activists of FNV staged a protest at the city hall of Delft to demand a minimum wage of 14 euros/h, about which the community council was going to vote at that time.",crowd size=no report,4.3592,52.0102
2020,Peaceful protest,Protesters only,Utrecht,Amersfoort,RTV Utrecht,"On 7 November 2020, several hundred of people staged a protest in Amersfoort against the coronavirus protection measures of the Dutch government.",crowd size=several hundred,5.3888,52.1565
2020,Peaceful protest,Protesters only,Zuid-Holland,Den Haag,AD,"On 7 November 2020, dozens of people staged a silent protest action at the Malieveld in Den Haag (Zuid-Holland) against the coronavirus protection regulations of the Dutch government. They symbolically carried a coffin to reflect the 'end of democracy'.",crowd size=dozens,4.3128,52.0795
2020,Peaceful protest,Protesters only,Noord-Brabant,Eindhoven,Omroep Brabant,"On 8 November 2020, around 150 people, mainly Polish nationals, staged a protest on the Stadhuisplein in Eindhoven against the stricter abortion legislation that was recently issued in Poland.",crowd size=around 150,5.4814,51.445
2020,Peaceful protest,Protesters only,Friesland,Leeuwarden,Leeuwarder Courant,"On 8 November 2020, 8 people staged a protest in Leeuwarden to raise awareness for people having difficulties due to the coronavirus lockdown.",crowd size=8,5.7925,53.1929
2020,Peaceful protest,Protesters only,Drenthe,Assen,Dagblad Van Het Noorden,"On 10 November 2020, an unknown number of activists of Code Rood and Extinction Rebellion staged a protest at the Dutch Petroleum Company (NAM) headquarters in Assen to denounce the negative impact of Shell's presence in Nigeria in the context of the 25th anniversary of the killing of several Ogoni people in Nigeria as a consequence of their resistance to Shell.",crowd size=no report,6.5623,52.9937
2020,Peaceful protest,Protesters only,Noord-Holland,Amsterdam,De Wereld Morgen,"On 10 November 2020, an unknown number of activists of Fossil Free Culture NL staged protests at the NRC and NEMO headquarters and the Shell Research Centre in Amsterdam to denounce the negative impact of Shell's presence in Nigeria in the context of the 25th anniversary of the killing of several Ogoni people in Nigeria as a consequence of their resistance to Shell.",crowd size=no report,4.8985,52.371
2020,Peaceful protest,Protesters only,Utrecht,Amersfoort,De Wereld Morgen,"On 10 November 2020, an unknown number of activists of Code Rood staged a protest at the Shell headquarters in Amersfoort to denounce the negative impact of Shell's presence in Nigeria in the context of the 25th anniversary of the killing of several Ogoni people in Nigeria as a consequence of their resistance to Shell.",crowd size=no report,5.3888,52.1565
